Pieridae Abaeis nicippe
Geometridae Metarranthis homuraria
Geometridae Metarranthis hypochraria
Geometridae Metarranthis obfirmaria
Geometridae Metarranthis refractaria
Noctuidae Metaxaglaea inulta
Gelechiidae Metzneria lappella
Gelechiidae Metzneria paucipunctella
Crambidae Microcrambus biguttellus
Crambidae Microcrambus elegans
Crambidae Microcrambus minor
Crambidae Microtheoris ophionalis
Gracillariidae Micrurapteryx occulta
Gracillariidae Micrurapteryx salicifoliella
Crambidae Mimoschinia rufofascialis
Notodontidae Misogada unicolor
Erebidae Mocis cubana
Erebidae Mocis disseverans
Erebidae Mocis latipes
Erebidae Mocis marcida
Erebidae Mocis texana
Momphidae Mompha argentimaculella
Momphidae Mompha brevivittella
Momphidae Mompha capella
Momphidae Mompha cephalonthiella
Momphidae Mompha circumscriptella
Momphidae Mompha definitella
Momphidae Mompha eloisella
Momphidae Mompha luciferella
Momphidae Mompha murtfeldtella
Momphidae Mompha passerella
Momphidae Mompha rufocristatella
Momphidae Mompha stellella
Momphidae Mompha terminella
Momphidae Mompha undescribed
Gelechiidae Monochroa angustipennella
Gelechiidae Monochroa gilvolinella
Gelechiidae Monochroa quinquepunctella
Tineidae Monopis crocicapitella
Tineidae Monopis dorsistrigella
Tineidae Monopis laevigella
Tineidae Monopis marginistrigella
Tineidae Monopis spilotella
Pyralidae Monoptilota pergratialis
Tineidae Montescardia fuscofasciella
Pyralidae Moodna ostrinella
Pyralidae Moodna pallidostrinella
Noctuidae Morrisonia confusa
Noctuidae Morrisonia evicta
Noctuidae Morrisonia latex
Noctuidae Morrisonia mucens
Pyralidae Myelopsis minutularia
Pyralidae Myelopsis subtetricella
Noctuidae Mythimna oxygala
Noctuidae Mythimna unipuncta
Notodontidae Nadata gibbosa
Crambidae Nascia acutella
Crambidae Nascia acutellus
Hesperiidae Nastra lherminier
Limacodidae Natada nasoni
Pieridae Nathalis iole
Noctuidae Nedra ramosula
Tineidae Nemapogon acapnopennella
Tineidae Nemapogon angulifasciella
Tineidae Nemapogon auropulvella
Tineidae Nemapogon clematella
Tineidae Nemapogon defectella
Tineidae Nemapogon granella
Tineidae Nemapogon interstitiella
Geometridae Nematocampa resistaria
Geometridae Nemoria bistriaria
Geometridae Nemoria lixaria
Geometridae Nemoria mimosaria
Geometridae Nemoria rubrifrontaria
Geometridae Nemoria saturiba
Crambidae Neodactria caliginosellus
Crambidae Neodactria luteolellus
Crambidae Neodactria murellus
Crambidae Neodactria zeellus
Heliodinidae Neoheliodines cliffordi
Heliodinidae Neoheliodines nyctaginella
Crambidae Neohelvibotys neohelvialis
Crambidae Neohelvibotys polingi
Noctuidae Neoligia exhausta
Noctuidae Neoligia rubirena
Noctuidae Neoligia semicana
Noctuidae Neoligia subjuncta
Noctuidae Nephelodes minians
Crambidae Nephrogramma reniculalis
Notodontidae Nerice bidentata
Gracillariidae Neurobathra strigifinitella
Tineidae Niditinea fuscella
Tineidae Niditinea orleansella
Erebidae Nigetia formosalis
Noctuidae Noctua pronuba
Nolidae Nola cereella
Nolidae Nola cilicoides
Nolidae Nola triquetrana
Crambidae Nomophila nearctica
Megalopygidae Norape ovina
Tortricidae Notocelia culminana
Tortricidae Notocelia illotana
Tortricidae Notocelia rosaecolana
Notodontidae Notodonta scitipennis
Notodontidae Notodonta torva
Erebidae Nychioptera opada
Nolidae Nycteola cinereana
Nolidae Nycteola frigidana
Nolidae Nycteola metaspilella
Nymphalidae Nymphalis antiopa
Crambidae Occidentalia comptulatalis
Epermeniidae Ochromolopis ramapoella
Noctuidae Ochropleura implecta
Notodontidae Odontosia elegans
Autostichidae Oegoconia novimundi
Nymphalidae Oeneis jutta
Crambidae Oenobotys vinotinctalis
Tineidae Oenoe hybromella
Noctuidae Ogdoconta cinereola
Pterophoridae Oidaematophorus eupatorii
Pterophoridae Oidaematophorus mathewianus
Pterophoridae Oidaematophorus occidentalis
Apatelodidae Olceclostera angelica
Tortricidae Olethreutes albiciliana
Tortricidae Olethreutes appendiceum
Tortricidae Olethreutes astrologana
Tortricidae Olethreutes atrodentana
Tortricidae Olethreutes auricapitana
Tortricidae Olethreutes bipartitana
Tortricidae Olethreutes clavana
Tortricidae Olethreutes comandranum
Tortricidae Olethreutes concinnana
Tortricidae Olethreutes connectum
Tortricidae Olethreutes coruscana
Tortricidae Olethreutes corylana
Tortricidae Olethreutes deprecatorius
Tortricidae Olethreutes devotana
Tortricidae Olethreutes exaeresimum
Tortricidae Olethreutes exoletum
Tortricidae Olethreutes fagigemmeana
Tortricidae Olethreutes fasciatana
Tortricidae Olethreutes ferriferana
Tortricidae Olethreutes ferrolineana
Tortricidae Olethreutes footiana
Tortricidae Olethreutes fraternanum
Tortricidae Olethreutes furfuranum
Tortricidae Olethreutes glaciana
Tortricidae Olethreutes griseoalbana
Tortricidae Olethreutes hamameliana
Tortricidae Olethreutes inornatana
Tortricidae Olethreutes lacunanum
Tortricidae Olethreutes malana
Tortricidae Olethreutes melanomesum
Tortricidae Olethreutes merrickana
Tortricidae Olethreutes monetiferanum
Tortricidae Olethreutes mysteriana
Tortricidae Olethreutes nigranum
Tortricidae Olethreutes nitidana
Tortricidae Olethreutes ochrosuffusanum
Tortricidae Olethreutes olivaceana
Tortricidae Olethreutes osmundana
Tortricidae Olethreutes permundana
Tortricidae Olethreutes punctanum
Tortricidae Olethreutes quadrifidum
Tortricidae Olethreutes rusticanum
Tortricidae Olethreutes sericoranum
Tortricidae Olethreutes submissanum
Tortricidae Olethreutes tilianum
Tortricidae Olethreutes trinitana
Tortricidae Olethreutes valdanum
Tortricidae Olethreutes valdaum
Tortricidae Olethreutes viburnanum
Noctuidae Oligia bridghami
Noctuidae Oligia minuscula
Noctuidae Oligia modica
Noctuidae Oligia obtusa
Notodontidae Oligocentria lignicolor
Notodontidae Oligocentria semirufescens
Crambidae Ommatospila narcaeusalis
Pyralidae Omphalocera cariosa
Pyralidae Oneida lunulalis
Geometridae Operophtera bruceata
Pyralidae Oreana unicolorella
Drepanidae Oreta rosea
Erebidae Orgyia definita
Erebidae Orgyia leucostigma
Noctuidae Orthodes cynica
Noctuidae Orthodes detracta
Noctuidae Orthodes goodelli
Noctuidae Orthodes majuscula
Geometridae Orthonama obstipata
Noctuidae Orthosia alurina
Noctuidae Orthosia garmani
Noctuidae Orthosia hibisci
Noctuidae Orthosia rubescens
Tortricidae Orthotaenia undulana
Erebidae Oruza albocostaliata
Sesiidae Osminia ruficornis
Crambidae Ostrinia marginalis
Crambidae Ostrinia nubilalis
Crambidae Ostrinia obumbratalis
Crambidae Ostrinia penitalis
Noctuidae Ozarba aeria
Sphingidae Pachylia ficus
Noctuidae Pachypolia atricornis
Sphingidae Pachysphinx modesta
Limacodidae Packardia albipunctata
Limacodidae Packardia elegans
Limacodidae Packardia geminata
Euteliidae Paectes abrostolella
Euteliidae Paectes abrostoloides
Euteliidae Paectes oculatrix
Euteliidae Paectes pygmaea
Erebidae Pagara simplex
Geometridae Paleacrita merriccata
Geometridae Paleacrita vernata
Crambidae Palpita arsaltealis
Crambidae Palpita magniferalis
Erebidae Palthis angulalis
Erebidae Palthis asopialis
Tortricidae Pammene felicitana
Tortricidae Pandemis canadana
Tortricidae Pandemis lamprosana
Tortricidae Pandemis limitata
Tortricidae Pandemis pyrusana
Erebidae Pangrapta decoralis
Erebidae Panopoda carneicosta
Erebidae Panopoda rufimargo
Hesperiidae Panoquina ocola
Noctuidae Panthea acronyctoides
Noctuidae Panthea furcilla
Crambidae Pantographa limata
Sphingidae Paonias excaecata
Sphingidae Paonias myops
Noctuidae Papaipema arctivorens
Noctuidae Papaipema baptisiae
Noctuidae Papaipema beeriana
Noctuidae Papaipema cataphracta
Noctuidae Papaipema cerina
Noctuidae Papaipema cerussata
Noctuidae Papaipema circumlucens
Noctuidae Papaipema eupatorii
Noctuidae Papaipema furcata
Noctuidae Papaipema harrisii
Noctuidae Papaipema impecuniosa
Noctuidae Papaipema inquaesita
Noctuidae Papaipema insulidens
Noctuidae Papaipema leucostigma
Noctuidae Papaipema limpida
Noctuidae Papaipema marginidens
Noctuidae Papaipema maritima
Noctuidae Papaipema nebris
Noctuidae Papaipema necopina
Noctuidae Papaipema nelita
Noctuidae Papaipema nepheleptena
Noctuidae Papaipema pterisii
Noctuidae Papaipema rigida
Noctuidae Papaipema rutila
Noctuidae Papaipema sciata
Noctuidae Papaipema silphii
Noctuidae Papaipema unimoda
Papilionidae Papilio canadensis
Papilionidae Papilio cresphontes
Papilionidae Papilio glaucus
Papilionidae Papilio polyxenes
Papilionidae Papilio troilus
Noctuidae Parabagrotis exsertistigma
Noctuidae Parabagrotis insularis
Pyralidae Parachma ochracealis
Incurvariidae Paraclemensia acerifoliella
Lyonetiidae Paraleucoptera albella
Erebidae Parallelia bistriaris
Tortricidae Paralobesia liriodendrana
Tortricidae Paralobesia palliolana
Tortricidae Paralobesia rhoifructana
Tortricidae Paralobesia spiraeifoliana
Tortricidae Paralobesia vernoniana
Tortricidae Paralobesia viteana
Tortricidae Paralobesia yaracana
Sesiidae Paranthrene dollii
Sesiidae Paranthrene simulans
Sesiidae Paranthrene tabaniformis
Crambidae Parapediasia decorellus
Crambidae Parapediasia teterrellus
Pterophoridae Paraplatyptilia auriga
Pterophoridae Paraplatyptilia carolina
Pterophoridae Paraplatyptilia petrodactylus
Crambidae Parapoynx allionealis
Crambidae Parapoynx badiusalis
Crambidae Parapoynx obscuralis
Limacodidae Parasa chloris
Limacodidae Parasa indetermina
Sphingidae Paratrea plebeja
Gracillariidae Parectopa geraniella
Gracillariidae Parectopa plantaginisella
Gracillariidae Parectopa robiniella
Gracillariidae Parornix geminatella
Gracillariidae Parornix obliterella
Lycaenidae Parrhasius m-album
Geometridae Patalene olyzonaria
Crambidae Pediasia abnaki
Crambidae Pediasia dorsipunctellus
Crambidae Pediasia trisecta
Tortricidae Pelochrista agricolana
Tortricidae Pelochrista albiguttana
Tortricidae Pelochrista argenteana
Tortricidae Pelochrista aurilineana
Tortricidae Pelochrista cataclystiana
Tortricidae Pelochrista comatulana
Tortricidae Pelochrista consobrinana
Tortricidae Pelochrista corosana
Tortricidae Pelochrista costastriata
Tortricidae Pelochrista derelicta
Tortricidae Pelochrista dorsisignatana
Tortricidae Pelochrista galenapunctana
Tortricidae Pelochrista graciliana
Tortricidae Pelochrista heathiana
Tortricidae Pelochrista irroratana
Tortricidae Pelochrista matutina
Tortricidae Pelochrista metariana
Tortricidae Pelochrista milleri
Tortricidae Pelochrista morrisoni
Tortricidae Pelochrista nandana
Tortricidae Pelochrista palabundana
Tortricidae Pelochrista pallidipalpana
Tortricidae Pelochrista persolita
Tortricidae Pelochrista pulveratana
Tortricidae Pelochrista quinquemaculana
Tortricidae Pelochrista ridingsana
Tortricidae Pelochrista robinsonana
Tortricidae Pelochrista rorana
Tortricidae Pelochrista scintillana
Tortricidae Pelochrista seamansi
Tortricidae Pelochrista similiana
Tortricidae Pelochrista suadana
Tortricidae Pelochrista vagana
Tortricidae Pelochrista wandana
Tortricidae Pelochrista womonana
Tortricidae Pelochrista zomonana
Sesiidae Pennisetia marginatum
Pyralidae Peoria approximella
Pyralidae Peoria gemmatella
Pyralidae Peoria roseotinctella
Notodontidae Peridea angulosa
Notodontidae Peridea basitriens
Notodontidae Peridea ferruginea
Noctuidae Peridroma saucia
Noctuidae Perigea xanthioides
Cosmopterigidae Perimede erransella
Cosmopterigidae Perimede parilis
Cosmopterigidae Perimede ricina
Cosmopterigidae Periploca ceanothiella
Crambidae Perispasta caeculalis
Geometridae Perizoma basaliata
Geometridae Pero ancetaria
Geometridae Pero honestaria
Geometridae Pero morrisonaria
Crambidae Petrophila bifascialis
Crambidae Petrophila canadensis
Crambidae Petrophila fulicalis
Geometridae Petrophora subaequaria
Tortricidae Phaecasiophora niveiguttana
Geometridae Phaeoura quernaria
Erebidae Phalaenophana pyramusalis
Erebidae Phalaenostola eumelusalis
Erebidae Phalaenostola hanhami
Erebidae Phalaenostola larentioides
Erebidae Phalaenostola metonalis
Tortricidae Phalonidia lepidana
Notodontidae Pheosia rimosa
Geometridae Phigalia denticulata
Geometridae Phigalia strigataria
Geometridae Phigalia titea
Tineidae Philonome clemensella
Noctuidae Phlogophora iris
Noctuidae Phlogophora periculosa
Erebidae Phoberia atomaris
Limacodidae Phobetron pithecium
Pieridae Phoebis sennae
Hesperiidae Pholisora catullus
Noctuidae Phosphila miselioides
Noctuidae Phosphila turbulenta
Noctuidae Photedes defecta
Noctuidae Photedes includens
Noctuidae Photedes inops
Noctuidae Photedes panatela
Erebidae Phragmatobia assimilans
Erebidae Phragmatobia fuliginosa
Erebidae Phragmatobia lineata
Tortricidae Phtheochroa baracana
Tortricidae Phtheochroa birdana
Tortricidae Phtheochroa riscana
Tortricidae Phtheochroa terminana
Nymphalidae Phyciodes batesii
Nymphalidae Phyciodes cocyta
Nymphalidae Phyciodes tharos
Pyralidae Phycitodes reliquellaum
Pyralidae Phycitodes reliquellum
Gracillariidae Phyllocnistis ampelopsiella
Gracillariidae Phyllocnistis insignis
Gracillariidae Phyllocnistis populiella
Gracillariidae Phyllocnistis vitifoliella
Lasiocampidae Phyllodesma americana
Gracillariidae Phyllonorycter aeriferella
Gracillariidae Phyllonorycter albanotella
Gracillariidae Phyllonorycter apparella
Gracillariidae Phyllonorycter arbutusella
Gracillariidae Phyllonorycter argentifimbriella
Gracillariidae Phyllonorycter argentinotella
Gracillariidae Phyllonorycter basistrigella
Gracillariidae Phyllonorycter blancardella
Gracillariidae Phyllonorycter celtifoliella
Gracillariidae Phyllonorycter celtisella
Gracillariidae Phyllonorycter clemensella
Gracillariidae Phyllonorycter fitchella
Gracillariidae Phyllonorycter hagenii
Gracillariidae Phyllonorycter lucetiella
Gracillariidae Phyllonorycter lucidicostella
Gracillariidae Phyllonorycter mariaeella
Gracillariidae Phyllonorycter martiella
Gracillariidae Phyllonorycter obscuricostella
Gracillariidae Phyllonorycter olivaeformis
Gracillariidae Phyllonorycter ostryaefoliella
Gracillariidae Phyllonorycter propinquinella
Gracillariidae Phyllonorycter querciabella
Gracillariidae Phyllonorycter quercialbella
Gracillariidae Phyllonorycter rileyella
Gracillariidae Phyllonorycter salicifoliella
Gracillariidae Phyllonorycter scudderella
Gracillariidae Phyllonorycter symphoricarpaeella
Gracillariidae Phyllonorycter tiliacella
Gracillariidae Phyllonorycter tritaenianella
Gracillariidae Phyllonorycter viburnella
Erebidae Phyprosopus callitrichoides
Erebidae Phytometra ernestinana
Erebidae Phytometra rhodarialis
Pieridae Pieris rapae
Crambidae Pilocrocis ramentalis
Noctuidae Plagiomimicus heitzmani
Noctuidae Plagiomimicus pityochromus
Noctuidae Plagiomimicus spumosum
Geometridae Plagodis alcoolaria
Geometridae Plagodis fervidaria
Geometridae Plagodis kuetzingi
Geometridae Plagodis phlogosaria
Geometridae Plagodis pulveraria
Geometridae Plagodis serinaria
Tortricidae Platphalonia lavana
Tortricidae Platphalonidia dangi
Tortricidae Platphalonidia lavana
Tortricidae Platynota exasperatana
Tortricidae Platynota flavedana
Tortricidae Platynota idaeusalis
Tortricidae Platynota nigrocervina
Tortricidae Platynota rostrana
Tortricidae Platynota semiustana
Tortricidae Platynota wenzelana
Noctuidae Platypolia anceps
Noctuidae Platypolia mactata
Pterophoridae Platyptilia carduidactylus
Crambidae Platytes vobisne
Lycaenidae Plebejus melissa
Geometridae Pleuroprucha insulsaria
Crambidae Pleuroptya silicalis
Pyralidae Plodia interpunctella
Noctuidae Plusia contexta
Erebidae Plusiodonta compressipalpis
Plutellidae Plutella xylostella
Hesperiidae Poanes hobomok
Hesperiidae Poanes viator
Hesperiidae Poanes zabulon
Pyralidae Pococera aplastella
Pyralidae Pococera asperatella
Pyralidae Pococera baptisiella
Pyralidae Pococera expandens
Pyralidae Pococera humerella
Pyralidae Pococera maritimalis
Pyralidae Pococera melanogrammos
Pyralidae Pococera militella
Pyralidae Pococera scortealis
Pyralidae Pococera subcanalis
Sesiidae Podosesia syringae
Noctuidae Polia purpurissata
Hesperiidae Polites mystic
Hesperiidae Polites origenes
Hesperiidae Polites peckius
Hesperiidae Polites themistocles
Hesperiidae Polites vibex
Oecophoridae Polix coloradella
Nymphalidae Polygonia comma
Nymphalidae Polygonia interrogationis
Nymphalidae Polygonia progne
Noctuidae Polygrammate hebraeicum
Crambidae Polygrammodes flavidalis
Gelechiidae Polyhymno luteostrigella
Hesperiidae Pompeius verna
Noctuidae Ponometia binocula
Noctuidae Ponometia candefacta
Noctuidae Ponometia erastrioides
Noctuidae Ponometia semiflava
Noctuidae Ponometia tortricina
Pieridae Pontia protodice
Gracillariidae Porphyrosela desmodiella
Tortricidae Poterioparvus wiscana
Gracillariidae Povolnya quercinigrella
Praydidae Prays atomocella
Crambidae Prionapteryx achatina
Cossidae Prionoxystus macmurtrei
Cossidae Prionoxystus robiniae
Tortricidae Pristerognatha agilana
Hesperiidae Problema byssus
Geometridae Probole alienaria
Geometridae Probole amicaria
Geometridae Prochoerodes lineola
Choreutidae Prochoreutis extrincicella
Choreutidae Prochoreutis inflatella
Prodoxidae Prodoxus quinquepunctella
Lyonetiidae Proleucoptera smilaciella
Limacodidae Prolimacodes badia
Sphingidae Proserpinus juanita
Tortricidae Proteoteras aesculana
Tortricidae Proteoteras crescentana
Tortricidae Proteoteras moffatiana
Tortricidae Proteoteras naracana
Tortricidae Proteoteras obnigrana
Tortricidae Proteoteras willingana
Geometridae Protitame virginalis
Geometridae Protoboarmia porcelaria
Noctuidae Protodeltote albidula
Noctuidae Protodeltote muscosula
Noctuidae Protolampra brunneicollis
Noctuidae Protorthodes curtica
Noctuidae Protorthodes incincta
Noctuidae Protorthodes oviduca
Noctuidae Proxenus miranda
Geometridae Psamatodes abydata
Noctuidae Psaphida electilis
Noctuidae Psaphida grandis
Noctuidae Psaphida resumens
Noctuidae Psaphida rolandi
Noctuidae Psaphida thaxterianus
Noctuidae Pseudeustrotia carneola
Noctuidae Pseudeva purpurigera
Tortricidae Pseudexentera costomaculana
Tortricidae Pseudexentera cressoniana
Tortricidae Pseudexentera faracana
Tortricidae Pseudexentera haracana
Tortricidae Pseudexentera hodsoni
Tortricidae Pseudexentera kalmiana
Tortricidae Pseudexentera mali
Tortricidae Pseudexentera maracana
Tortricidae Pseudexentera sepia
Tortricidae Pseudexentera spoliana
Tortricidae Pseudexentera vaccinii
Tortricidae Pseudexentera virginiana
Gelechiidae Pseudochelaria pennsylvanica
Gelechiidae Pseudochelaria walsinghami
Tortricidae Pseudogalleria inimicella
Noctuidae Pseudohermonassa bicarnea
Opostegidae Pseudopostega cretea
Opostegidae Pseudopostega quadristrigella
Noctuidae Pseudorthodes keela
Noctuidae Pseudorthodes vecors
Tortricidae Pseudosciaphila duplex
Gelechiidae Pseudotelphusa basifasciella
Gelechiidae Pseudotelphusa palliderosacella
Gelechiidae Pseudotelphusa quercinigracella
Drepanidae Pseudothyatira cymatophoroides
Thyrididae Pseudothyris sepulchralis
Depressariidae Psilocorsis cryptolechiella
Depressariidae Psilocorsis quercicella
Depressariidae Psilocorsis reflexella
Psychidae Psyche casta
Noctuidae Psychomorpha epimenis
Erebidae Ptichodis bistrigata
Gelechiidae Pubitelphusa latifasciella
Erebidae Pygarctia spraguei
Pyralidae Pyla aenigmatica
Pyralidae Pyla fusca
Pyralidae Pyralis farinalis
Depressariidae Pyramidobela quinquecristata
Crambidae Pyrausta acrionalis
Crambidae Pyrausta aurea
Crambidae Pyrausta bicoloralis
Crambidae Pyrausta generosa
Crambidae Pyrausta inveterascalis
Crambidae Pyrausta laticlavia
Crambidae Pyrausta niveicilialis
Crambidae Pyrausta onythesalis
Crambidae Pyrausta orphisalis
Crambidae Pyrausta phoenicealis
Crambidae Pyrausta pseuderosnealis
Crambidae Pyrausta rubricalis
Crambidae Pyrausta signatalis
Crambidae Pyrausta subsequalis
Crambidae Pyrausta tyralis
Crambidae Pyrausta unifascialis
Crambidae Pyrausta volupialis
Noctuidae Pyreferra pettiti
Hesperiidae Pyrgus communis
Hesperiidae Pyrgus oileus
Pieridae Pyrisitia lisa
Erebidae Pyrrharctia isabella
Noctuidae Pyrrhia cilisca
Noctuidae Rachiplusia ou
Noctuidae Raphia frater
Crambidae Raphiptera argillaceellus
Gelechiidae Recurvaria consimilis
Gelechiidae Recurvaria nanella
Erebidae Redectis vitrea
Erebidae Renia discoloralis
Erebidae Renia factiosalis
Erebidae Renia flavipunctalis
Erebidae Renia nemoralis
Erebidae Renia salusalis
Erebidae Renia sobrialis
Noctuidae Resapamea passer
Noctuidae Resapamea stipata
Tortricidae Retinia gemistrigulana
Tortricidae Retinia pallipennis
Geometridae Rheumaptera hastata
Geometridae Rheumaptera prunivorata
Geometridae Rheumaptera undulata
Tortricidae Rhopobota dietziana
Tortricidae Rhopobota finitimana
Tortricidae Rhopobota naevana
Tortricidae Rhyacionia buoliana
Tortricidae Rhyacionia bushnelli
Tortricidae Rhyacionia rigidana
Geometridae Rindgea nigricomma
Erebidae Rivula propinqualis
Erebidae Rivula stepheni
Tortricidae Rolandylis maiana
Tortricidae Rudenia leguminana
Pyralidae Salebriaria annulosella
Pyralidae Salebriaria engeli
Pyralidae Salebriaria fasciata
Pyralidae Salebriaria rufimaculatella
Pyralidae Salebriaria tenebrosella
Pyralidae Salebriaria turpidella
Crambidae Samea ecclesialis
Tortricidae Saphenista parvimaculana
Lycaenidae Satyrium acadica
Lycaenidae Satyrium calanus
Lycaenidae Satyrium caryaevorus
Lycaenidae Satyrium edwardsii
Lycaenidae Satyrium liparops
Lycaenidae Satyrium titus
Crambidae Saucrobotys fumoferalis
Crambidae Saucrobotys futilalis
Tineidae Scardiella approximatella
Noctuidae Schinia arcigera
Noctuidae Schinia biforma
Noctuidae Schinia bimatris
Noctuidae Schinia chrysellus
Noctuidae Schinia errans
Noctuidae Schinia gaurae
Noctuidae Schinia gracilenta
Noctuidae Schinia grandimedia
Noctuidae Schinia hulstia
Noctuidae Schinia jaguarina
Noctuidae Schinia lucens
Noctuidae Schinia lynx
Noctuidae Schinia nundina
Noctuidae Schinia obscurata
Noctuidae Schinia oleagina
Noctuidae Schinia rivulosa
Noctuidae Schinia sanguinea
Noctuidae Schinia septentrionalis
Noctuidae Schinia tertia
Noctuidae Schinia thoreaui
Noctuidae Schinia trifascia
Notodontidae Schizura apicalis
Notodontidae Schizura badia
Notodontidae Schizura concinna
Notodontidae Schizura ipomaeae
Notodontidae Schizura leptinoides
Notodontidae Schizura unicornis
Erebidae Schrankia macula
Schreckensteiniidae Schreckensteinia erythriella
Schreckensteiniidae Schreckensteinia festaliella
Pyralidae Sciota basilaris
Pyralidae Sciota carneella
Pyralidae Sciota celtidella
Pyralidae Sciota dammersi
Pyralidae Sciota rubescentella
Pyralidae Sciota rubrisparsella
Pyralidae Sciota subcaesiella
Pyralidae Sciota subfuscella
Pyralidae Sciota uvinella
Pyralidae Sciota vetustella
Pyralidae Sciota virgatella
Erebidae Scolecocampa liburna
Erebidae Scoliopteryx libatrix
Crambidae Scoparia apachealis
Crambidae Scoparia basalis
Crambidae Scoparia biplagialis
Crambidae Scoparia dominicki
Geometridae Scopula ancellata
Geometridae Scopula cacuminaria
Geometridae Scopula frigidaria
Geometridae Scopula inductata
Geometridae Scopula junctaria
Geometridae Scopula limboundata
Geometridae Scopula ordinata
Geometridae Scopula quadrilineata
Gelechiidae Scrobipalpa artemisiella
Gelechiidae Scrobipalpula psilella
Scythrididae Scythris limbella
Scythrididae Scythris trivinctella
Geometridae Selenia kentaria
Depressariidae Semioscopis aurorella
Depressariidae Semioscopis inornata
Depressariidae Semioscopis megamicrella
Depressariidae Semioscopis merriccella
Depressariidae Semioscopis packardella
Tortricidae Sereda tautana
Crambidae Sericoplaga externalis
Tineidae Setomorpha rutella
Geometridae Sicya macularia
Noctuidae Sideridis congermana
Psychidae Siederia walshella
Gelechiidae Sinoe chambersi
Gelechiidae Sinoe robiniella
Crambidae Sitochroa chortalis
Crambidae Sitochroa dasconalis
Crambidae Sitochroa palealis
Sphingidae Smerinthus cerisyi
Sphingidae Smerinthus jamaicensis
Tortricidae Sonia canadana
Tortricidae Sonia fulminana
Tortricidae Sonia giganteana
Tortricidae Sonia paraplesiana
Noctuidae Spaelotis clandestina
Erebidae Spargaloma sexpunctata
Geometridae Spargania magnoliata
Tortricidae Sparganothis boweri
Tortricidae Sparganothis caryae
Tortricidae Sparganothis distincta1
Tortricidae Sparganothis flavibasana
Tortricidae Sparganothis pulcherrimana
Tortricidae Sparganothis sulfureana
Tortricidae Sparganothis tristriata
Tortricidae Sparganothis umbrana
Tortricidae Sparganothis unifasciana
Tortricidae Sparganothis xanthoides
Nymphalidae Speyeria aphrodite
Nymphalidae Speyeria atlantis
Nymphalidae Speyeria cybele
Nymphalidae Speyeria idalia
Sphingidae Sphecodina abbottii
Saturniidae Sphingicampa bicolor
Saturniidae Sphingicampa bisecta
Saturniidae Sphingicampa hubbardi
Sphingidae Sphinx canadensis
Sphingidae Sphinx chersis
Sphingidae Sphinx drupiferarum
Sphingidae Sphinx franckii
Sphingidae Sphinx gordius
Sphingidae Sphinx kalmiae
Sphingidae Sphinx poecila
Sphingidae Sphinx vashti
Erebidae Spiloloma lunilinea
Tortricidae Spilonota ocellana
Erebidae Spilosoma congrua
Erebidae Spilosoma dubia
Erebidae Spilosoma latipennis
Erebidae Spilosoma virginica
Autostichidae Spinitibia hodgesi
Noctuidae Spiramater lutra
Noctuidae Spodoptera androgea
Noctuidae Spodoptera eridania
Noctuidae Spodoptera exigua
Noctuidae Spodoptera frugiperda
Noctuidae Spodoptera ornithogalli
Crambidae Spoladea recurvalis
Noctuidae Spragueia apicalis
Noctuidae Spragueia dama
Noctuidae Spragueia leo
Cosmopterigidae Stagmatophora sexnotella
Cosmopterigidae Stagmatophora wyattella
Geometridae Stamnodes gibbicostata
Hesperiidae Staphylus hayhurstii
Gelechiidae Stegasta bosqueella
Crambidae Stegea eripalis
Geometridae Stenoporpia excelsaria
Geometridae Stenoporpia polygrammaria
Geometridae Stenoporpia pulmonaria
Tineidae Stenoptinea auriferella
Gelechiidae Stereomita andropogonis
Hepialidae Sthenopis argenteomaculatus
Nepticulidae Stigmella macrocarpae
Nepticulidae Stigmella prunifoliella
Cosmopterigidae Stilbosis tesquella
Noctuidae Stiria rugifrons
Tortricidae Strepsicrates smithiana
Noctuidae Stretchia pacifica
Noctuidae Striacosta albicosta
Gelechiidae Strobisia iridipennella
Lycaenidae Strymon melinus
Tortricidae Suleima cinerodorsana
Tortricidae Suleima helianthana
Noctuidae Sunira bicolorago
Noctuidae Sutyna privata
Yponomeutidae Swammerdamia caesiella
Notodontidae Symmerista albifrons
Notodontidae Symmerista canicosta
Notodontidae Symmerista leucitys
Gelechiidae Symmetrischema kendallorum
Gelechiidae Symmetrischema pallidochrella
Gelechiidae Symmetrischema striatella
Noctuidae Sympistis badistriga
Noctuidae Sympistis chionanthi
Noctuidae Sympistis dinalda
Noctuidae Sympistis fifia
Noctuidae Sympistis infixa
Noctuidae Sympistis saundersiana
Sesiidae Synanthedon acerni
Sesiidae Synanthedon acerrubri
Sesiidae Synanthedon decipiens
Sesiidae Synanthedon exitiosa
Sesiidae Synanthedon fatifera
Sesiidae Synanthedon pictipes
Sesiidae Synanthedon proxima
Sesiidae Synanthedon pyri
Sesiidae Synanthedon rileyana
Sesiidae Synanthedon scitula
Sesiidae Synanthedon tipuliformis
Sesiidae Synanthedon viburni
Geometridae Synchlora aerata
Tortricidae Syndemis afflictana
Noctuidae Syngrapha rectangula
Geometridae Tacparia atropunctata
Geometridae Tacparia detersata
Tortricidae Talponia plummeriana
Pyralidae Tampa dimediatella
Tortricidae Taniva albolineana
Noctuidae Tarache aprica
Noctuidae Tarache tetragona
